last_changed,binary_sensor.bayesianbinary,binary_sensor.bedroom_motion_sensor,binary_sensor.blink_armed_status,binary_sensor.blink_blink_camera_percy_motion_enabled,binary_sensor.hall_motion_sensor,binary_sensor.in_bed_bayesian,binary_sensor.living_room_motion_sensor,binary_sensor.living_room_nest_protect_online,binary_sensor.motion_at_home,binary_sensor.workday_sensor
2017-08-11 13:29:09.094356,,,,,,,False,,,
2017-08-11 13:29:09.100430,,,,,,,,,False,
2017-08-11 13:29:19.078180,,,,,,,True,,,
2017-08-11 13:29:19.090601,,,,,,,,,True,
2017-08-11 13:29:29.094024,,,,,,,False,,,
2017-08-11 13:29:29.100196,,,,,,,,,False,
2017-08-11 13:52:34.094404,,,,,,,True,,,
2017-08-11 13:52:34.110658,,,,,,,,,True,
2017-08-11 13:52:44.094144,,,,,,,False,,,
2017-08-11 13:52:44.100518,,,,,,,,,False,
2017-08-11 13:55:00.097222,,,,,,,True,,,
2017-08-11 13:55:00.114284,,,,,,,,,True,
2017-08-11 13:55:11.079277,,,,,,,False,,,
2017-08-11 13:55:11.086980,,,,,,,,,False,
2017-08-11 13:59:16.078968,,,,,,,True,,,
2017-08-11 13:59:16.088667,,,,,,,,,True,
2017-08-11 13:59:26.095500,,,,,,,False,,,
2017-08-11 13:59:26.112508,,,,,,,,,False,
2017-08-11 14:02:51.079578,,,,,,,True,,,
2017-08-11 14:02:51.098154,,,,,,,,,True,
2017-08-11 14:02:58.110165,,,,,True,,,,,
2017-08-11 14:03:05.100828,,,,,,,False,,,
2017-08-11 14:03:11.107614,,,,,False,,,,,
2017-08-11 14:03:11.111338,,,,,,,,,False,
2017-08-11 14:03:34.107787,,,,,True,,,,,
2017-08-11 14:03:34.115556,,,,,,,,,True,
2017-08-11 14:03:35.079659,,,,,,,True,,,
2017-08-11 14:03:47.108705,,,,,False,,,,,
2017-08-11 14:03:54.078387,,,,,,,False,,,
2017-08-11 14:03:54.086534,,,,,,,,,False,
2017-08-11 14:08:23.092888,,,,,,,True,,,
2017-08-11 14:08:23.102547,,,,,,,,,True,
2017-08-11 14:08:33.093796,,,,,,,False,,,
2017-08-11 14:08:33.099904,,,,,,,,,False,
2017-08-11 14:18:07.078104,,,,,,,True,,,
2017-08-11 14:18:07.090646,,,,,,,,,True,
2017-08-11 14:18:17.092843,,,,,,,False,,,
2017-08-11 14:18:17.098778,,,,,,,,,False,
2017-08-11 14:18:20.078222,,,,,,,True,,,
2017-08-11 14:18:20.094988,,,,,,,,,True,
2017-08-11 14:18:31.077999,,,,,,,False,,,
2017-08-11 14:18:31.087671,,,,,,,,,False,
2017-08-11 14:20:27.094275,,,,,,,True,,,
2017-08-11 14:20:27.105674,,,,,,,,,True,
2017-08-11 14:20:37.095546,,,,,,,False,,,
2017-08-11 14:20:37.101635,,,,,,,,,False,
2017-08-11 14:21:20.095892,,,,,,,True,,,
2017-08-11 14:21:20.109765,,,,,,,,,True,
2017-08-11 14:21:30.074296,,,,,,,False,,,
2017-08-11 14:21:30.080851,,,,,,,,,False,
2017-08-11 14:23:41.093522,,,,,,,True,,,
2017-08-11 14:23:41.111993,,,,,,,,,True,
2017-08-11 14:23:51.095942,,,,,,,False,,,
2017-08-11 14:23:51.103798,,,,,,,,,False,
2017-08-11 14:25:34.095437,,,,,,,True,,,
2017-08-11 14:25:34.105240,,,,,,,,,True,
2017-08-11 14:25:53.077173,,,,,,,False,,,
2017-08-11 14:25:53.083038,,,,,,,,,False,
2017-08-11 14:28:33.081335,,,,,,,True,,,
2017-08-11 14:28:33.090632,,,,,,,,,True,
2017-08-11 14:28:43.094373,,,,,,,False,,,
2017-08-11 14:28:43.099873,,,,,,,,,False,
2017-08-11 14:31:27.095147,,,,,,,True,,,
2017-08-11 14:31:27.105383,,,,,,,,,True,
2017-08-11 14:31:42.062648,,,,,,,False,,,
2017-08-11 14:31:42.071143,,,,,,,,,False,
2017-08-11 14:35:54.093207,,,,,,,True,,,
2017-08-11 14:35:54.108326,,,,,,,,,True,
2017-08-11 14:36:11.094084,,,,,,,False,,,
2017-08-11 14:36:11.099687,,,,,,,,,False,
2017-08-11 14:36:19.095011,,,,,,,True,,,
2017-08-11 14:36:19.105246,,,,,,,,,True,
2017-08-11 14:36:34.062604,,,,,,,False,,,
2017-08-11 14:36:34.071834,,,,,,,,,False,
2017-08-11 14:37:37.095343,,,,,,,True,,,
2017-08-11 14:37:37.109788,,,,,,,,,True,
2017-08-11 14:37:47.092515,,,,,,,False,,,
2017-08-11 14:37:47.098658,,,,,,,,,False,
2017-08-11 14:39:06.077949,,,,,,,True,,,
2017-08-11 14:39:06.088682,,,,,,,,,True,
2017-08-11 14:39:24.063150,,,,,,,False,,,
2017-08-11 14:39:24.072438,,,,,,,,,False,
2017-08-11 14:39:30.091493,,,,,,,True,,,
2017-08-11 14:39:30.100211,,,,,,,,,True,
2017-08-11 14:39:40.077945,,,,,,,False,,,
2017-08-11 14:39:40.083606,,,,,,,,,False,
2017-08-11 14:40:23.097238,,,,,,,True,,,
2017-08-11 14:40:23.106826,,,,,,,,,True,
2017-08-11 14:40:39.081676,,,,,,,False,,,
2017-08-11 14:40:39.093427,,,,,,,,,False,
2017-08-11 14:41:39.079100,,,,,,,True,,,
2017-08-11 14:41:39.088759,,,,,,,,,True,
2017-08-11 14:41:52.110058,,,,,True,,,,,
2017-08-11 14:42:03.079909,,,,,,,False,,,
2017-08-11 14:42:15.094323,,,,,,,True,,,
2017-08-11 14:42:23.116527,,,,,False,,,,,
2017-08-11 14:42:25.080674,,,,,,,False,,,
2017-08-11 14:42:25.088964,,,,,,,,,False,
2017-08-11 14:42:37.079275,,,,,,,True,,,
2017-08-11 14:42:37.092554,,,,,,,,,True,
2017-08-11 14:42:48.078807,,,,,,,False,,,
2017-08-11 14:42:48.084511,,,,,,,,,False,
2017-08-11 14:43:49.078945,,,,,,,True,,,
2017-08-11 14:43:49.090060,,,,,,,,,True,
2017-08-11 14:44:00.079781,,,,,,,False,,,
2017-08-11 14:44:00.086896,,,,,,,,,False,
2017-08-11 14:45:50.077536,,,,,,,True,,,
2017-08-11 14:45:50.090616,,,,,,,,,True,
2017-08-11 14:46:05.079527,,,,,,,False,,,
2017-08-11 14:46:05.085450,,,,,,,,,False,
2017-08-11 14:46:53.093199,,,,,,,True,,,
2017-08-11 14:46:53.104748,,,,,,,,,True,
2017-08-11 14:47:13.093451,,,,,,,False,,,
2017-08-11 14:47:13.099252,,,,,,,,,False,
2017-08-11 14:48:12.079750,,,,,,,True,,,
2017-08-11 14:48:12.095377,,,,,,,,,True,
2017-08-11 14:48:21.078428,,,,,,,False,,,
2017-08-11 14:48:21.084496,,,,,,,,,False,
2017-08-11 14:48:33.080668,,,,,,,True,,,
2017-08-11 14:48:33.094475,,,,,,,,,True,
2017-08-11 14:48:43.080442,,,,,,,False,,,
2017-08-11 14:48:43.086325,,,,,,,,,False,
2017-08-11 14:49:14.080558,,,,,,,True,,,
2017-08-11 14:49:14.096252,,,,,,,,,True,
2017-08-11 14:49:29.108859,,,,,True,,,,,
2017-08-11 14:49:39.093473,,,,,,,False,,,
2017-08-11 14:49:39.121032,,,,,False,,,,,
2017-08-11 14:49:39.124202,,,,,,,,,False,
2017-08-11 14:49:47.097710,,,,,,,True,,,
2017-08-11 14:49:47.109111,,,,,,,,,True,
2017-08-11 14:49:47.125063,,,,,True,,,,,
2017-08-11 14:49:56.109457,,,,,False,,,,,
2017-08-11 14:50:06.079015,,,,,,,False,,,
2017-08-11 14:50:06.088532,,,,,,,,,False,
2017-08-11 14:53:54.078578,,,,,,,True,,,
2017-08-11 14:53:54.091100,,,,,,,,,True,
2017-08-11 14:54:04.095651,,,,,,,False,,,
2017-08-11 14:54:04.104816,,,,,,,,,False,
2017-08-11 14:55:49.094170,,,,,,,True,,,
2017-08-11 14:55:49.103498,,,,,,,,,True,
2017-08-11 14:56:03.093508,,,,,,,False,,,
2017-08-11 14:56:03.101236,,,,,,,,,False,
2017-08-11 14:57:07.096494,,,,,,,True,,,
2017-08-11 14:57:07.107363,,,,,,,,,True,
2017-08-11 14:57:25.095907,,,,,,,False,,,
2017-08-11 14:57:25.103758,,,,,,,,,False,
2017-08-11 14:57:39.097930,,,,,,,True,,,
2017-08-11 14:57:39.116386,,,,,,,,,True,
2017-08-11 14:57:50.092849,,,,,,,False,,,
2017-08-11 14:57:50.099791,,,,,,,,,False,
2017-08-11 14:57:54.094338,,,,,,,True,,,
2017-08-11 14:57:54.107593,,,,,,,,,True,
2017-08-11 14:58:09.078707,,,,,,,False,,,
2017-08-11 14:58:09.082326,,,,,,,,,False,
2017-08-11 14:58:17.077106,,,,,,,True,,,
2017-08-11 14:58:17.092330,,,,,,,,,True,
2017-08-11 14:58:26.096092,,,,,,,False,,,
2017-08-11 14:58:26.101336,,,,,,,,,False,
2017-08-11 14:58:51.078983,,,,,,,True,,,
2017-08-11 14:58:51.091397,,,,,,,,,True,
2017-08-11 14:59:02.094239,,,,,,,False,,,
2017-08-11 14:59:02.100129,,,,,,,,,False,
2017-08-11 15:00:13.078853,,,,,,,True,,,
2017-08-11 15:00:13.095224,,,,,,,,,True,
2017-08-11 15:00:23.078932,,,,,,,False,,,
2017-08-11 15:00:23.087477,,,,,,,,,False,
2017-08-11 15:02:03.082892,,,,,,,True,,,
2017-08-11 15:02:03.094097,,,,,,,,,True,
2017-08-11 15:02:13.078980,,,,,,,False,,,
2017-08-11 15:02:13.085504,,,,,,,,,False,
2017-08-11 15:10:09.086964,,,,,,,True,,,
2017-08-11 15:10:09.106317,,,,,,,,,True,
2017-08-11 15:10:18.077794,,,,,,,False,,,
2017-08-11 15:10:18.084236,,,,,,,,,False,
2017-08-11 15:10:22.095146,,,,,,,True,,,
2017-08-11 15:10:22.106821,,,,,,,,,True,
2017-08-11 15:10:32.094785,,,,,,,False,,,
2017-08-11 15:10:32.100409,,,,,,,,,False,
2017-08-11 15:12:14.081913,,,,,,,True,,,
2017-08-11 15:12:14.098456,,,,,,,,,True,
2017-08-11 15:12:25.094264,,,,,,,False,,,
2017-08-11 15:12:25.111758,,,,,,,,,False,
2017-08-11 15:13:18.078370,,,,,,,True,,,
2017-08-11 15:13:18.090283,,,,,,,,,True,
2017-08-11 15:13:33.098790,,,,,,,False,,,
2017-08-11 15:13:33.107573,,,,,,,,,False,
2017-08-11 15:15:22.095018,,,,,,,True,,,
2017-08-11 15:15:22.108854,,,,,,,,,True,
2017-08-11 15:15:33.092991,,,,,,,False,,,
2017-08-11 15:15:33.101224,,,,,,,,,False,
2017-08-11 15:17:25.082052,,,,,,,True,,,
2017-08-11 15:17:25.100112,,,,,,,,,True,
2017-08-11 15:17:35.079460,,,,,,,False,,,
2017-08-11 15:17:35.086383,,,,,,,,,False,
2017-08-11 15:18:38.079680,,,,,,,True,,,
2017-08-11 15:18:38.095054,,,,,,,,,True,
2017-08-11 15:18:57.068509,,,,,,,False,,,
2017-08-11 15:18:57.074948,,,,,,,,,False,
2017-08-11 15:19:31.077825,,,,,,,True,,,
2017-08-11 15:19:31.085796,,,,,,,,,True,
2017-08-11 15:19:41.078712,,,,,,,False,,,
2017-08-11 15:19:41.083986,,,,,,,,,False,
2017-08-11 15:20:05.096406,,,,,,,True,,,
2017-08-11 15:20:05.114786,,,,,,,,,True,
2017-08-11 15:20:14.064883,,,,,,,False,,,
2017-08-11 15:20:14.079799,,,,,,,,,False,
2017-08-11 15:21:51.206410,,,,,,,True,,,
2017-08-11 15:21:51.224014,,,,,,,,,True,
2017-08-11 15:22:01.099991,,,,,,,False,,,
2017-08-11 15:22:01.106756,,,,,,,,,False,
2017-08-11 15:23:32.062917,,,,,,,True,,,
2017-08-11 15:23:32.072166,,,,,,,,,True,
2017-08-11 15:24:00.095902,,,,,,,False,,,
2017-08-11 15:24:00.101507,,,,,,,,,False,
2017-08-11 15:24:56.094762,,,,,,,True,,,
2017-08-11 15:24:56.105682,,,,,,,,,True,
2017-08-11 15:25:06.095586,,,,,,,False,,,
2017-08-11 15:25:06.101928,,,,,,,,,False,
2017-08-11 15:26:20.063756,,,,,,,True,,,
2017-08-11 15:26:20.082057,,,,,,,,,True,
2017-08-11 15:26:35.103773,,,,,,,False,,,
2017-08-11 15:26:35.117264,,,,,,,,,False,
2017-08-11 15:27:38.110102,,,,,,,True,,,
2017-08-11 15:27:38.123148,,,,,,,,,True,
2017-08-11 15:27:47.094145,,,,,,,False,,,
2017-08-11 15:27:47.099929,,,,,,,,,False,
2017-08-11 15:31:46.078561,,,,,,,True,,,
2017-08-11 15:31:46.091286,,,,,,,,,True,
2017-08-11 15:31:56.094661,,,,,,,False,,,
2017-08-11 15:31:56.100906,,,,,,,,,False,
2017-08-11 15:32:45.094813,,,,,,,True,,,
2017-08-11 15:32:45.106129,,,,,,,,,True,
2017-08-11 15:32:55.080668,,,,,,,False,,,
2017-08-11 15:32:55.086483,,,,,,,,,False,
2017-08-11 15:35:10.077978,,,,,,,True,,,
2017-08-11 15:35:10.091243,,,,,,,,,True,
2017-08-11 15:35:19.078536,,,,,,,False,,,
2017-08-11 15:35:19.086869,,,,,,,,,False,
2017-08-11 15:36:28.094640,,,,,,,True,,,
2017-08-11 15:36:28.114019,,,,,,,,,True,
2017-08-11 15:36:38.093334,,,,,,,False,,,
2017-08-11 15:36:38.099348,,,,,,,,,False,
2017-08-11 15:36:50.093692,,,,,,,True,,,
2017-08-11 15:36:50.104821,,,,,,,,,True,
2017-08-11 15:36:59.094051,,,,,,,False,,,
2017-08-11 15:36:59.099809,,,,,,,,,False,
2017-08-11 15:40:18.079016,,,,,,,True,,,
2017-08-11 15:40:18.095485,,,,,,,,,True,
2017-08-11 15:40:29.079120,,,,,,,False,,,
2017-08-11 15:40:29.085393,,,,,,,,,False,
2017-08-11 15:44:49.077782,,,,,,,True,,,
2017-08-11 15:44:49.088923,,,,,,,,,True,
2017-08-11 15:45:05.078865,,,,,,,False,,,
2017-08-11 15:45:05.089200,,,,,,,,,False,
2017-08-11 15:46:04.080688,,,,,,,True,,,
2017-08-11 15:46:04.092319,,,,,,,,,True,
2017-08-11 15:46:36.094032,,,,,,,False,,,
2017-08-11 15:46:36.100132,,,,,,,,,False,
2017-08-11 15:46:44.079233,,,,,,,True,,,
2017-08-11 15:46:44.091343,,,,,,,,,True,
2017-08-11 15:46:48.108635,,,,,True,,,,,
2017-08-11 15:46:58.081646,,,,,,,False,,,
2017-08-11 15:46:58.110570,,,,,False,,,,,
2017-08-11 15:46:58.113814,,,,,,,,,False,
2017-08-11 15:50:13.079099,,,,,,,True,,,
2017-08-11 15:50:13.094112,,,,,,,,,True,
2017-08-11 15:50:13.108602,,,,,True,,,,,
2017-08-11 15:50:22.124371,,,,,False,,,,,
2017-08-11 15:50:29.094986,,,,,,,False,,,
2017-08-11 15:50:29.100925,,,,,,,,,False,
2017-08-11 15:51:10.077486,,,,,,,True,,,
2017-08-11 15:51:10.090446,,,,,,,,,True,
2017-08-11 15:51:13.108772,,,,,True,,,,,
2017-08-11 15:51:19.100132,,,,,,,False,,,
2017-08-11 15:51:23.109084,,,,,False,,,,,
2017-08-11 15:51:23.114215,,,,,,,,,False,
2017-08-11 15:54:09.122190,,,,,True,,,,,
2017-08-11 15:54:09.131890,,,,,,,,,True,
2017-08-11 15:54:11.079630,,,,,,,True,,,
2017-08-11 15:54:19.122965,,,,,False,,,,,
2017-08-11 15:54:33.095794,,,,,,,False,,,
2017-08-11 15:54:33.100594,,,,,,,,,False,
2017-08-11 15:54:39.080503,,,,,,,True,,,
2017-08-11 15:54:39.091348,,,,,,,,,True,
2017-08-11 15:54:43.121523,,,,,True,,,,,
2017-08-11 15:54:49.093466,,,,,,,False,,,
2017-08-11 15:54:53.121736,,,,,False,,,,,
2017-08-11 15:54:53.127931,,,,,,,,,False,
2017-08-11 15:55:36.119416,,,,,True,,,,,
2017-08-11 15:55:36.127644,,,,,,,,,True,
2017-08-11 15:56:11.109652,,,,,False,,,,,
2017-08-11 15:56:11.115134,,,,,,,,,False,
2017-08-11 16:10:50.121620,,,,,True,,,,,
2017-08-11 16:10:50.129773,,,,,,,,,True,
2017-08-11 16:11:07.076988,,,,,False,,,,,
2017-08-11 16:11:07.080925,,,,,,,,,False,
2017-08-11 16:26:59.123490,,,,,True,,,,,
2017-08-11 16:26:59.132440,,,,,,,,,True,
2017-08-11 16:27:09.121872,,,,,False,,,,,
2017-08-11 16:27:09.125443,,,,,,,,,False,
2017-08-11 16:28:22.122741,,,,,True,,,,,
2017-08-11 16:28:22.130748,,,,,,,,,True,
2017-08-11 16:28:33.125626,,,,,False,,,,,
2017-08-11 16:28:33.131296,,,,,,,,,False,
2017-08-11 16:28:41.123108,,,,,True,,,,,
2017-08-11 16:28:41.134140,,,,,,,,,True,
2017-08-11 16:28:50.122383,,,,,False,,,,,
2017-08-11 16:28:50.126227,,,,,,,,,False,
2017-08-11 16:29:13.110101,,,,,True,,,,,
2017-08-11 16:29:13.117369,,,,,,,,,True,
2017-08-11 16:29:15.093643,,,,,,,True,,,
2017-08-11 16:29:24.111049,,,,,False,,,,,
2017-08-11 16:29:28.107090,,,,,True,,,,,
2017-08-11 16:29:40.094287,,,,,,,False,,,
2017-08-11 16:29:44.094668,,,,,,,True,,,
2017-08-11 16:29:59.094868,,,,,,,False,,,
2017-08-11 16:30:18.125784,,,,,False,,,,,
2017-08-11 16:30:18.133847,,,,,,,,,False,
2017-08-11 16:30:24.122404,,,,,True,,,,,
2017-08-11 16:30:24.133789,,,,,,,,,True,
2017-08-11 16:30:38.121006,,,,,False,,,,,
2017-08-11 16:30:38.124340,,,,,,,,,False,
2017-08-11 16:32:29.110951,,,,,True,,,,,
2017-08-11 16:32:29.118835,,,,,,,,,True,
2017-08-11 16:32:31.096679,,,,,,,True,,,
2017-08-11 16:32:42.052087,,True,,,,,,,,
2017-08-11 16:32:44.121798,,,,,False,,,,,
2017-08-11 16:33:01.064153,,False,,,,,,,,
2017-08-11 16:33:05.051550,,True,,,,,,,,
2017-08-11 16:33:15.093780,,,,,,,False,,,
2017-08-11 16:33:25.051664,,False,,,,,,,,
2017-08-11 16:33:25.058677,,,,,,,,,False,
2017-08-11 16:33:29.074576,,True,,,,,,,,
2017-08-11 16:33:29.090106,,,,,,,,,True,
2017-08-11 16:33:31.063572,,,,,,,True,,,
2017-08-11 16:33:39.120416,,,,,True,,,,,
2017-08-11 16:33:42.050308,,False,,,,,,,,
2017-08-11 16:33:58.121521,,,,,False,,,,,
2017-08-11 16:34:32.063317,,True,,,,,,,,
2017-08-11 16:35:02.062908,,False,,,,,,,,
2017-08-11 16:35:04.093308,,,,,,,False,,,
2017-08-11 16:35:04.102080,,,,,,,,,False,
2017-08-11 16:35:08.093600,,,,,,,True,,,
2017-08-11 16:35:08.106197,,,,,,,,,True,
2017-08-11 16:35:10.068896,,True,,,,,,,,
2017-08-11 16:35:15.123272,,,,,True,,,,,
2017-08-11 16:35:23.094568,,,,,,,False,,,
2017-08-11 16:35:34.098946,,,,,,,True,,,
2017-08-11 16:35:44.062556,,False,,,,,,,,
2017-08-11 16:35:55.107789,,,,,False,,,,,
2017-08-11 16:36:01.103385,,,,,,,False,,,
2017-08-11 16:36:01.110490,,,,,,,,,False,
2017-08-11 16:36:04.099779,,,,,,,True,,,
2017-08-11 16:36:04.110994,,,,,,,,,True,
2017-08-11 16:36:18.064104,,True,,,,,,,,
2017-08-11 16:36:28.093979,,,,,,,False,,,
2017-08-11 16:36:30.239265,,,,,,,True,,,
2017-08-11 16:37:09.081169,,,,,,,False,,,
2017-08-11 16:37:11.094008,,,,,,,True,,,
2017-08-11 16:37:35.053110,,False,,,,,,,,
2017-08-11 16:37:37.078848,,,,,,,False,,,
2017-08-11 16:37:37.084976,,,,,,,,,False,
2017-08-11 16:37:40.086943,,,,,,,True,,,
2017-08-11 16:37:40.096970,,,,,,,,,True,
2017-08-11 16:37:44.050735,,True,,,,,,,,
2017-08-11 16:38:03.179970,,False,,,,,,,,
2017-08-11 16:38:03.209076,,,,,,,False,,,
2017-08-11 16:38:03.215500,,,,,,,,,False,
2017-08-11 16:38:05.079562,,,,,,,True,,,
2017-08-11 16:38:05.093248,,,,,,,,,True,
2017-08-11 16:38:11.050662,,True,,,,,,,,
2017-08-11 16:38:24.081214,,,,,,,False,,,
2017-08-11 16:38:34.206056,,,,,,,True,,,
2017-08-11 16:38:39.114274,,,,,True,,,,,
2017-08-11 16:38:51.111326,,,,,False,,,,,
2017-08-11 16:38:56.081062,,,,,,,False,,,
2017-08-11 16:39:04.208212,,,,,,,True,,,
2017-08-11 16:39:14.082438,,,,,,,False,,,
2017-08-11 16:39:26.083107,,,,,,,True,,,
2017-08-11 16:39:32.120757,,,,,True,,,,,
2017-08-11 16:39:39.065935,,False,,,,,,,,
2017-08-11 16:39:39.098070,,,,,,,False,,,
2017-08-11 16:39:47.094757,,,,,,,True,,,
2017-08-11 16:39:55.124117,,,,,False,,,,,
2017-08-11 16:40:15.050167,,True,,,,,,,,
2017-08-11 16:40:25.051139,,False,,,,,,,,
2017-08-11 16:40:27.108533,,,,,True,,,,,
2017-08-11 16:40:30.076134,,True,,,,,,,,
2017-08-11 16:40:40.127031,,,,,False,,,,,
2017-08-11 16:40:48.108745,,,,,True,,,,,
2017-08-11 16:40:50.050642,,False,,,,,,,,
2017-08-11 16:40:59.082581,,,,,,,False,,,
2017-08-11 16:41:03.078164,,,,,,,True,,,
2017-08-11 16:41:16.110872,,,,,False,,,,,
2017-08-11 16:41:20.050665,,True,,,,,,,,
2017-08-11 16:41:36.051085,,False,,,,,,,,
2017-08-11 16:41:40.107957,,,,,True,,,,,
2017-08-11 16:41:53.079320,,,,,,,False,,,
2017-08-11 16:42:28.107865,,,,,False,,,,,
2017-08-11 16:42:28.113927,,,,,,,,,False,
2017-08-11 16:46:32.214063,,,,True,,,,,,
2017-08-11 16:46:32.909329,,,True,,,,,,,
2017-08-11 21:41:44.876557,,,,False,,,,,,
2017-08-11 21:41:47.012304,,,False,,,,,,,
2017-08-11 21:46:12.108162,,,,,True,,,,,
2017-08-11 21:46:12.116048,,,,,,,,,True,
2017-08-11 21:46:50.080015,,,,,,,True,,,
2017-08-11 21:46:57.052101,,True,,,,,,,,
2017-08-11 21:47:05.108441,,,,,False,,,,,
2017-08-11 21:47:09.261991,,,,,True,,,,,
2017-08-11 21:47:30.064614,,False,,,,,,,,
2017-08-11 21:47:32.051624,,True,,,,,,,,
2017-08-11 21:47:44.122938,,,,,False,,,,,
2017-08-11 21:47:55.120102,,,,,True,,,,,
2017-08-11 21:48:01.063383,,False,,,,,,,,
2017-08-11 21:48:06.092923,,,,,,,False,,,
2017-08-11 21:48:06.121411,,,,,False,,,,,
2017-08-11 21:48:06.124055,,,,,,,,,False,
2017-08-11 21:48:36.064562,,,,,,,True,,,
2017-08-11 21:48:36.076229,,,,,,,,,True,
2017-08-11 21:48:50.093059,,,,,,,False,,,
2017-08-11 21:48:50.099142,,,,,,,,,False,
2017-08-11 21:50:53.063134,,,,,,,True,,,
2017-08-11 21:50:53.075695,,,,,,,,,True,
2017-08-11 21:50:53.083126,,,,,True,,,,,
2017-08-11 21:51:07.109703,,,,,False,,,,,
2017-08-11 21:51:16.220976,,,,,,,False,,,
2017-08-11 21:51:16.226003,,,,,,,,,False,
2017-08-11 21:51:17.079756,,,,,,,True,,,
2017-08-11 21:51:17.089958,,,,,,,,,True,
2017-08-11 21:51:55.077865,,,,,,,False,,,
2017-08-11 21:51:55.083710,,,,,,,,,False,
2017-08-11 21:52:55.080311,,,,,,,True,,,
2017-08-11 21:52:55.091759,,,,,,,,,True,
2017-08-11 21:53:05.079247,,,,,,,False,,,
2017-08-11 21:53:05.085125,,,,,,,,,False,
2017-08-11 21:53:15.078377,,,,,,,True,,,
2017-08-11 21:53:15.088818,,,,,,,,,True,
2017-08-11 21:53:48.080786,,,,,,,False,,,
2017-08-11 21:53:48.090139,,,,,,,,,False,
2017-08-11 21:53:52.078519,,,,,,,True,,,
2017-08-11 21:53:52.090483,,,,,,,,,True,
2017-08-11 21:54:08.107205,,,,,True,,,,,
2017-08-11 21:54:21.106024,,,,,False,,,,,
2017-08-11 21:54:31.050843,,True,,,,,,,,
2017-08-11 21:54:47.081103,,,,,,,False,,,
2017-08-11 21:54:50.080134,,,,,,,True,,,
2017-08-11 21:55:21.065342,,False,,,,,,,,
2017-08-11 21:55:57.122785,,,,,True,,,,,
2017-08-11 21:56:05.063166,,True,,,,,,,,
2017-08-11 21:56:11.121489,,,,,False,,,,,
2017-08-11 21:56:24.123691,,,,,True,,,,,
2017-08-11 21:56:35.093681,,,,,,,False,,,
2017-08-11 21:56:35.122066,,,,,False,,,,,
2017-08-11 21:56:39.063878,,False,,,,,,,,
2017-08-11 21:56:39.070409,,,,,,,,,False,
2017-08-11 21:56:41.112999,,,,,True,,,,,
2017-08-11 21:56:41.126399,,,,,,,,,True,
2017-08-11 21:56:48.082019,,,,,,,True,,,
2017-08-11 21:56:56.234736,,,,,False,,,,,
2017-08-11 21:57:06.093971,,,,,,,False,,,
2017-08-11 21:57:06.100052,,,,,,,,,False,
2017-08-11 21:57:10.096013,,,,,,,True,,,
2017-08-11 21:57:10.108346,,,,,,,,,True,
2017-08-11 21:57:20.123093,,,,,True,,,,,
2017-08-11 21:57:28.100201,,,,,,,False,,,
2017-08-11 21:57:30.093370,,,,,,,True,,,
2017-08-11 21:57:39.079111,,,,,,,False,,,
2017-08-11 21:57:39.109524,,,,,False,,,,,
2017-08-11 21:57:39.112649,,,,,,,,,False,
2017-08-11 21:57:43.125084,,,,,True,,,,,
2017-08-11 21:57:43.140657,,,,,,,,,True,
2017-08-11 21:57:57.094214,,,,,,,True,,,
2017-08-11 21:58:07.094622,,,,,,,False,,,
2017-08-11 21:58:25.122503,,,,,False,,,,,
2017-08-11 21:58:25.127680,,,,,,,,,False,
2017-08-11 22:00:19.122405,,,,,True,,,,,
2017-08-11 22:00:19.133497,,,,,,,,,True,
2017-08-11 22:00:27.083695,,,,,,,True,,,
2017-08-11 22:00:29.123096,,,,,False,,,,,
2017-08-11 22:00:37.065537,,True,,,,,,,,
2017-08-11 22:00:49.094022,,,,,,,False,,,
2017-08-11 22:00:51.062822,,False,,,,,,,,
2017-08-11 22:00:51.069771,,,,,,,,,False,
2017-08-11 22:00:56.095564,,,,,,,True,,,
2017-08-11 22:00:56.105334,,,,,,,,,True,
2017-08-11 22:00:58.066513,,True,,,,,,,,
2017-08-11 22:01:06.080272,,,,,,,False,,,
2017-08-11 22:01:10.078273,,,,,,,True,,,
2017-08-11 22:01:17.063433,,False,,,,,,,,
2017-08-11 22:01:24.051067,,True,,,,,,,,
2017-08-11 22:02:28.096840,,,,,,,False,,,
2017-08-11 22:02:32.078039,,,,,,,True,,,
2017-08-11 22:02:43.080071,,,,,,,False,,,
2017-08-11 22:02:45.064388,,False,,,,,,,,
2017-08-11 22:02:45.070451,,,,,,,,,False,
2017-08-11 22:03:01.067577,,True,,,,,,,,
2017-08-11 22:03:01.080406,,,,,,,,,True,
2017-08-11 22:03:01.096013,,,,,,,True,,,
2017-08-11 22:03:15.093802,,,,,,,False,,,
2017-08-11 22:03:27.079044,,,,,,,True,,,
2017-08-11 22:03:37.180338,,False,,,,,,,,
2017-08-11 22:03:39.050154,,True,,,,,,,,
2017-08-11 22:04:02.049526,,False,,,,,,,,
2017-08-11 22:04:38.178867,,True,,,,,,,,
2017-08-11 22:04:49.081217,,,,,,,False,,,
2017-08-11 22:04:57.059087,,False,,,,,,,,
2017-08-11 22:04:57.071740,,,,,,,,,False,
2017-08-11 23:55:01.064818,,True,,,,,,,,
2017-08-11 23:55:01.074004,,,,,,,,,True,
2017-08-11 23:55:10.064141,,False,,,,,,,,
